gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),23.76,1348.66,0
Female,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.22,562.14,0
Female,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,57.4,1361.41,1
Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.33,4309.95,1
Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,100.29,4736.82,0
Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.55,2918.92,1
Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),56.07,95.62,1
Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.62,4025.16,0
Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.04,2667.78,1
Male,0,Yes,Yes,50,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),105.65,5325.42,0
Male,0,No,No,26,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.95,1080.07,0
Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),42.56,1564.64,0
Male,1,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,117.04,1777.49,0
Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.92,1640.94,0
Female,0,No,No,32,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),86.45,2810.0,1
Female,1,Yes,Yes,61,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.83,6071.67,1
Female,0,No,Yes,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.93,1078.34,0
Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,19.64,871.35,0
Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,92.97,2686.89,1
Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,76.31,3021.75,1
Male,1,No,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,105.77,290.46,1
Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),98.06,6369.75,0
Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),57.5,3367.81,0
Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),22.26,140.79,0
Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.98,2179.08,0
Female,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,116.12,7904.28,0
Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.14,855.02,0
Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),68.72,1592.61,0
Female,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),29.98,1346.51,0
Female,0,No,Yes,36,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),111.92,4047.34,1
Female,1,No,No,57,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,100.73,5730.08,1
Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),71.72,1546.75,0
Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,81.87,2761.81,0
Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.59,5158.23,1
Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,113.38,532.47,0
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.09,535.21,1
Male,1,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.52,2486.4,1
Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),47.4,4.82,0
Male,1,No,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.95,5099.15,1
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.6,547.78,0
Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,96.9,2600.3,0
Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,104.32,3363.25,0
Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),81.76,4264.62,0
Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,69.69,2531.01,0
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.69,5310.22,1
Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.63,610.73,0
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,65.72,36.52,0
Male,0,Yes,Yes,52,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,19.71,1071.03,0
Female,0,Yes,No,67,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),25.19,1714.69,0
Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),60.96,318.21,0
Female,0,No,No,66,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,18.76,1264.14,0
Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,38.35,341.84,1
Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,85.96,5315.15,1
Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,80.89,791.55,1
Male,0,Yes,No,36,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.68,2680.85,0
Female,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),100.51,1303.25,1
Male,1,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.14,962.58,0
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,83.99,588.55,1
Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,82.45,541.96,0
Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,83.92,4820.57,1
Male,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,85.39,5342.44,0
Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.24,624.38,0
Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,78.83,4286.55,0
Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,105.62,206.27,1
Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),60.77,3968.33,1
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.35,1972.83,0
Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.36,979.27,0
Male,1,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,31.41,1091.85,0
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,26.37,352.48,1
Male,0,No,No,28,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.83,1681.78,0
Male,1,No,Yes,58,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),76.79,4415.76,0
Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),62.25,1068.84,0
Male,0,Yes,Yes,48,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),39.01,1921.57,0
Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),41.2,1875.21,1
Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,98.72,2729.88,0
Female,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.34,1646.73,0
Male,1,No,No,49,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),117.15,5756.38,0
Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.07,4843.94,1
Female,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,110.12,2863.29,1
Male,1,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,36.28,207.98,0
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,73.92,2993.92,0
Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.9,754.33,1
Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.08,282.69,1
Female,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),95.77,6189.79,0
Female,1,No,Yes,55,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,89.37,4873.6,0
Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.3,618.3,1
Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.93,4349.24,0
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.42,223.51,1
Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,43.32,1179.23,0
Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,416.05,1
Female,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,103.91,1331.07,0
Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.89,3886.57,0
Male,1,Yes,No,60,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,95.6,5712.28,1
Female,0,Yes,No,50,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.51,2190.13,0
Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.93,4662.33,0
Female,1,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),19.55,176.45,0
Female,0,Yes,No,49,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),35.68,1706.75,0
Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,20.19,20.86,1
Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.71,1382.73,0
Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,108.57,1048.41,1
Female,0,No,Yes,47,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.59,2116.78,0
Female,1,No,No,9,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),41.43,346.37,0
Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.71,584.55,1
Female,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),98.28,4561.85,0
Female,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,49.18,1215.23,0
Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,77.31,374.63,1
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.84,1065.34,1
Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49.88,799.02,0
Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,32.58,474.03,0
Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,390.16,0
Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,74.33,4115.68,0
Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,78.58,5147.62,0
Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),105.1,3707.41,0
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),65.35,2438.6,0
Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),104.72,221.64,1
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,69.45,1151.56,0
Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,77.02,4060.37,0
Female,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.76,1105.7,1
Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.04,552.26,0
Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,102.37,6351.33,0
Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),106.43,1428.96,1
Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),102.84,5927.4,0
Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.73,999.83,1
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,84.65,1464.13,0
Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,62.41,279.01,0
Female,0,No,Yes,13,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),27.78,330.25,0
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24.18,548.15,0
Male,0,No,No,43,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),87.78,3785.61,0
Female,0,Yes,No,38,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,57.76,2236.28,0
Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.21,648.75,0
Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,39.31,2347.04,1
Female,1,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,78.21,4786.65,0
Female,0,Yes,No,52,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),32.84,1683.16,0
Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,18.41,954.49,0
Male,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.41,527.62,0
Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.79,1876.63,0
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.88,5742.36,0
Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,78.26,109.72,0
Male,1,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,43.07,1851.75,1
Female,0,No,No,49,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,28.2,1427.42,0
Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),54.18,3811.3,0
Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),107.64,837.76,1
Male,1,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),52.69,1853.62,0
Male,0,Yes,Yes,22,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,30.0,637.61,0
Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,107.12,5268.76,1
Female,1,No,No,54,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),50.4,2707.63,1
Male,0,Yes,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,95.2,1052.94,1
Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.31,1360.5,0
Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,104.91,2462.55,0
Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,26.19,1744.75,0
Male,1,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),43.32,1170.32,0
Female,0,No,No,60,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),90.75,5469.45,0
Male,0,No,No,18,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),57.45,1040.29,1
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),73.06,5283.96,0
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),45.7,2281.93,0
Male,1,No,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,54.13,3456.12,0
Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.65,106.08,0
Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.24,3365.5,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,107.2,1117.07,0
Male,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),53.88,3617.54,0
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.04,5424.73,0
Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4300.62,0
Male,0,Yes,No,0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),83.63,0.0,0
Female,0,No,No,25,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.19,2050.57,1
Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.02,766.83,0
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),61.63,41.2,0
Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.35,1885.55,1
Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),60.12,191.19,0
Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,101.71,3697.01,0
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),52.29,3107.33,0
Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,104.14,446.94,0
Male,1,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),34.63,452.66,0
Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),73.37,4866.74,0
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,28.91,688.2,0
Female,1,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),62.25,295.55,0
Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),115.05,4944.77,0
Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.63,4637.79,0
Female,1,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),19.78,913.27,0
Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),100.25,4088.43,0
Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,68.06,3193.47,1
Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.15,2198.9,0
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),82.21,1605.98,1
Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),36.85,2510.11,0
Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.56,2032.61,0
Male,0,No,No,47,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,39.49,1888.82,1
Female,0,No,No,66,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.86,2329.63,1
Female,0,No,No,67,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,73.7,4915.21,0
Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,38.36,1977.4,0
Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),38.14,2576.11,0
Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.65,215.32,1
Male,0,No,No,38,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,58.22,2225.72,0
Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,38.27,784.15,0
Female,0,No,No,65,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.36,3620.6,1
Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,75.94,1127.2,0
Female,1,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,77.88,507.9,0
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.81,902.53,0
Male,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.02,1792.5,1
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.3,436.57,0
